from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,nop_supplementation,increase_feed_level,nitrate_supplementation
market for alfalfa-grass silage,alfalfa-grass silage,GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '2405cfe550214b5da80e10b52e36b8fd')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.20575237274169922,0.20575237274169922,0.27885788189221733,0.19774435582688535
"market for barley grain, feed","barley grain, feed",GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'cad734368d7f49d8a1f69119c6be680a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.028371073305606842,0.028371073305606842,0.03845154883799284,0.027266852577090894
"market for diesel, burned in agricultural machinery","diesel, burned in agricultural machinery",GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '48d50877ac70466a93e6a2c723df8dd1')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.19186021387577057,0.19186021387577057,0.16426388174295425,0.19245683004892222
"market for energy feed, gross","energy feed, gross",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '32ff7e79e3a047a88849052ea7fb52c2')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.09615901112556458,0.09615901112556458,0.08232792048421625,0.09645803102173195
market for hay,hay,GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '136575fc74a74c3cb4726375bd4c8cae')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.05701185390353203,0.05701185390353203,0.07726863418603698,0.05479291526228713
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",AU,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'aae81773327b4e42b81c0ff063b46dee')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,2.784099524433259e-05,2.784099524433259e-05,2.383646853110667e-05,2.7927570713544578e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",MY,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '0babc7bb77ad404a8c9220c583eb1593')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,8.751110726734623e-06,8.751110726734623e-06,7.492389320834438e-06,8.77832352967662e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CN,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b992d8e2fd574648be12153ac9dff695')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.0004908950068056583,0.0004908950068056583,0.00042028682089525544,0.0004924215134975005
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RU,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1ac788c6aaa46ff8496d60a6e78c631')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,3.999509499408305e-05,3.999509499408305e-05,3.42423758510985e-05,4.0119465336626586e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",BR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'f2af4717676b43f8a00b43738ccbd5fb')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,8.74112593010068e-05,8.74112593010068e-05,7.48384069357935e-05,8.768307683920834e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",KE,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e7d6ec978e404133a4a07684fdf8b43c')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,3.353061629240983e-06,3.353061629240983e-06,2.870771942843308e-06,3.3634884434155715e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",VN,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'a2773ef533004ff0b40c22fcd34fea58')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,3.189701965311542e-05,3.189701965311542e-05,2.7309092168763204e-05,3.199620789759798e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CI,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'c5524092ad334f12a306bb62fdd6b517')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,6.470469884334307e-07,6.470469884334307e-07,5.539785859875263e-07,6.490590715552519e-07
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '0f033d8c207c4bef85d64cb174b37251')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,9.174487786367536e-06,9.174487786367536e-06,7.854869680109191e-06,9.203017139499985e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '3d255b5162e941bab7529aba7db439d6')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,1.3779705341221415e-06,1.3779705341221415e-06,1.1797692929127925e-06,1.3822555262535275e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",PE,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '0159ea0428a3437d80f6a48dd29d9c7e')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,7.297252523130737e-06,7.297252523130737e-06,6.247647708159878e-06,7.3199443506176515e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",EC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'c2299779ff154673a174d8d9b45800a1')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,3.7245144994813018e-06,3.7245144994813018e-06,3.1887966605148135e-06,3.7360963983160817e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",ID,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '453ea0d96c4546dea19bf1899a0c6cb9')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,6.935784767847508e-05,6.935784767847508e-05,5.938171890280401e-05,6.957352560785945e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",NZ,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'ce139c8ed0824d539c4123997071d68a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,9.148526260105427e-06,9.148526260105427e-06,7.832642345980675e-06,9.176974882240372e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CL,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '7e88fea63c474097b781608005e2327f')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,3.874293724948075e-06,3.874293724948075e-06,3.3170322987569135e-06,3.8863413832361065e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",MX,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'ed4853ae18c4416ead8e91e6ba8af55a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,3.139775799354538e-05,3.139775799354538e-05,2.688164211776146e-05,3.1495393714058964e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CY,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'c54f9c7c3d7e4f07b21f57f91089aaa0')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,1.3380292784859193e-07,1.3380292784859193e-07,1.1455730124023283e-07,1.3421900676957762e-07
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",IN,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9dfb66167366454a930f79280ebb1497')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.00033866919693537056,0.00033866919693537056,0.0002899565042254885,0.00033972233617752086
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e6e7537b86f34dc6b8241fa7709d8044')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.0002575786202214658,0.0002575786202214658,0.00022052964060057008,0.0002583795969720793
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",BD,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '3d3d122f9b214bbb9cf6f6097ce76666')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,2.488335121597629e-05,2.488335121597629e-05,2.1304239054774224e-05,2.4960729477356092e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",TR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'ff733f4980874a75801ccdf1554f80aa')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,3.5707409551832825e-05,3.5707409551832825e-05,3.057141228752811e-05,3.5818446736716645e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",LK,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'a85b7c90d2e24de080f1e6899ddcba8e')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,2.406455678283237e-06,2.406455678283237e-06,2.060321642365785e-06,2.4139388888386366e-06
"market group for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RER,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'bde03e2eb3834a96a8962d80606a9bea')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.0002831369929481298,0.0002831369929481298,0.00024241180903093303,0.00028401744703393495
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",AR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '449a12fa31f04f1aa159d1da4730866d')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,1.9369472283869982e-05,1.9369472283869982e-05,1.658345229783389e-05,1.942970436740895e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",IL,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '23769f1b6e4347a18aa8f580d4e54579')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,1.0025235042121494e-06,1.0025235042121494e-06,8.58324917989854e-07,1.0056409912851334e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'd858917242a24c1fb47ad46c327b9261')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.0021500233560800552,0.0021500233560800552,0.0018407734213014173,0.0021567091544588777
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",TH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5786f407fe7147c0a0136b9ca29ab5b5')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,2.3523354684584774e-05,2.3523354684584774e-05,2.013985846282943e-05,2.359650384650895e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",PH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4484bb691d94442db71b9c78985f2ebf')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,1.4161143553792499e-05,1.4161143553792499e-05,1.2124266741260701e-05,1.4205179610585313e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",AR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e57e175866124bfdaf8014f4a99291cb')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,9.494148798694368e-06,9.494148798694368e-06,8.128552053676685e-06,9.523672182459994e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",MX,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'c2feb06fcc1840c49655b2564994f2e4')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,5.883931407879572e-06,5.883931407879572e-06,5.03761250674621e-06,5.902228315658113e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",PH,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '05e70b34c2b3474ea61fb267a5f514d5')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,2.0461916392378043e-06,2.0461916392378043e-06,1.7518764034570244e-06,2.0525545583687475e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'c630464ba60849e694a42427806b9378')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,7.61008559493348e-05,7.61008559493348e-05,6.515484242237569e-05,7.633750220617394e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",KE,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5d208f4bff234a5289415de1f6a67a8c')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,2.546438963690889e-06,2.546438963690889e-06,2.1801703456257615e-06,2.554357471853635e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CY,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5f34fd3ca3cd4d9a9628b1f194c9ec0b')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,7.835196669248035e-08,7.835196669248035e-08,6.708216326410989e-08,7.859561309306885e-08
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",PE,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'bfd8cc254d6a4665b566940c22d430b9')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,1.444991085008951e-06,1.444991085008951e-06,1.2371499015487594e-06,1.449484486918398e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RU,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '750b2a327a8346059fc2d13c7180cc66')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,1.1162141163367778e-05,1.1162141163367778e-05,9.556627708362825e-06,1.1196851402716198e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CI,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '880336d51478467e995e9fcfe9fee33b')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,6.705120085825911e-07,6.705120085825911e-07,5.740685004987938e-07,6.725970594669386e-07
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CL,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b1e6dc0ec7fb4171a93c4f24aa34f172')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,1.76743958490988e-06,1.76743958490988e-06,1.5132188226968153e-06,1.7729356855350387e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",BR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '989d0f19b53a480ba2dafc5106f5c438')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,7.722942245891318e-05,7.722942245891318e-05,6.612108087235718e-05,7.746957815118184e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4db3c5922fae46869a6465683570d7c8')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,0.0007115367916412652,0.0007115367916412652,0.0006091924585969736,0.0007137494148272296
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",IL,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b15642dba2054446bf92cd6203cc782a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,9.492642050190625e-08,9.492642050190625e-08,8.127262029272796e-08,9.52216074851101e-08
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",MY,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e48d30ae2b664fc19b3b2544aafe684b')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '8e01a106a4924c759f988cd7afa99b6c')",technosphere,5.504225555341691e-06,5.504225555341691e-06,4.7125218795733655e-06,5.521341714657128e-06
